(Meldrum's acid based DASA in water)
# Time-Dependent Results (Python QM Simulation)
# Used 1 trajectories for analysis.
#Time		P0_adia_avg		E_total_avg		E_kin_avg		E_pot_avg
347.267536  		0.000000    		-0.000153   		0.530691    		-0.530844   
351.401673  		0.000000    		-0.000126   		0.509470    		-0.509596   
355.535811  		0.000000    		-0.000102   		0.490038    		-0.490140   
359.669948  		0.000000    		-0.000083   		0.472771    		-0.472854   
363.804085  		0.000000    		-0.000065   		0.458004    		-0.458069   
367.938223  		0.000000    		-0.000050   		0.446027    		-0.446077   
372.072360  		0.000000    		-0.000039   		0.437076    		-0.437115   
376.206497  		0.000000    		-0.000031   		0.431331    		-0.431363   
380.340635  		0.000000    		-0.000028   		0.428914    		-0.428942   
384.474772  		0.000000    		-0.000026   		0.429883    		-0.429909   
388.608909  		0.000000    		-0.000032   		0.434237    		-0.434270   
392.743047  		0.000000    		-0.000038   		0.441911    		-0.441949   
396.877184  		0.000000    		-0.000051   		0.452779    		-0.452831   
401.011321  		0.000000    		-0.000064   		0.466659    		-0.466724   
405.145459  		0.000000    		-0.000085   		0.483313    		-0.483398   
409.279596  		0.000000    		-0.000104   		0.502452    		-0.502556   
413.413733  		0.000000    		-0.000127   		0.523746    		-0.523873   
